Year,Quarter,Type of application,Category of leave,Industry,Applications
2019,2019 Q1,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,229
2019,2019 Q1,Visa,Worker (Previously Tier 2),Transportation and Storage,142
2019,2019 Q1,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,88
2019,2019 Q1,Visa,Worker (Previously Tier 2),Information and Communications,"5,130"
2019,2019 Q1,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,591"
2019,2019 Q1,Visa,Worker (Previously Tier 2),Real estate activities,41
2019,2019 Q1,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,514"
2019,2019 Q1,Visa,Worker (Previously Tier 2),Administrative and support service activities,158
2019,2019 Q1,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,49
2019,2019 Q1,Visa,Worker (Previously Tier 2),Education,748
2019,2019 Q1,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"3,203"
2019,2019 Q1,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",241
2019,2019 Q1,Visa,Worker (Previously Tier 2),Other Service Activities,166
2019,2019 Q1,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2019,2019 Q1,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",5
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Mining and Quarrying,49
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Manufacturing,2
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,96
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,71
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Information and Communications,205
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Real estate activities,2
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",139
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,564
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,21
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Education,683
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,308
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","7,339"
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,502
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,7
2019,2019 Q1,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,78
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",5
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,63
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Manufacturing,328
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",23
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Construction,85
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,112
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,33
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,61
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"2,549"
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,928
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Real estate activities,44
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,891"
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,128
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,50
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Education,"1,105"
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,545"
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",122
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,126
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2019,2019 Q1,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,1
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",17
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,52
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,1
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Education,66
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,13
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",37
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,16
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,1
2019,2019 Q1,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,21
2019,2019 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,171
2019,2019 Q2,Visa,Worker (Previously Tier 2),Manufacturing,547
2019,2019 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",39
2019,2019 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",7
2019,2019 Q2,Visa,Worker (Previously Tier 2),Construction,120
2019,2019 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,174
2019,2019 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,105
2019,2019 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,77
2019,2019 Q2,Visa,Worker (Previously Tier 2),Information and Communications,"4,973"
2019,2019 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,696"
2019,2019 Q2,Visa,Worker (Previously Tier 2),Real estate activities,46
2019,2019 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,460"
2019,2019 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,139
2019,2019 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,43
2019,2019 Q2,Visa,Worker (Previously Tier 2),Education,787
2019,2019 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"3,889"
2019,2019 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",284
2019,2019 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,192
2019,2019 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,3
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",952
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,35
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,103
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,76
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,259
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,4
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",278
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,793
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,22
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Education,"2,837"
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,274
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation","10,381"
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,657
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,3
2019,2019 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,99
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",1
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,58
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Manufacturing,257
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",32
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",4
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Construction,65
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,89
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,42
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,52
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Information and Communications,"3,155"
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,"1,145"
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,34
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","1,863"
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,59
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,45
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Education,"1,051"
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,"1,757"
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",147
2019,2019 Q2,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,92
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",15
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,28
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,3
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,32
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,5
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",35
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,16
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,6
2019,2019 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,22
2019,2019 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",10
2019,2019 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,219
2019,2019 Q3,Visa,Worker (Previously Tier 2),Manufacturing,555
2019,2019 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",33
2019,2019 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",4
2019,2019 Q3,Visa,Worker (Previously Tier 2),Construction,113
2019,2019 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,204
2019,2019 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,100
2019,2019 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,105
2019,2019 Q3,Visa,Worker (Previously Tier 2),Information and Communications,"4,917"
2019,2019 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,"1,729"
2019,2019 Q3,Visa,Worker (Previously Tier 2),Real estate activities,42
2019,2019 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities","2,739"
2019,2019 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,143
2019,2019 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,94
2019,2019 Q3,Visa,Worker (Previously Tier 2),Education,"1,211"
2019,2019 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,"5,247"
2019,2019 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",315
